"","UNICODE","codeLoc","LATITUDE","LONGITUDE","recentinsp","not_sprayed","probability","uncertainty","time","color"
"356","1.24.10.218","1.24.10",-16.43506551,-71.59928505,"2010-03-29",0,0.00895657231113169,0.0588352764093094,10,"#FD8D3C"
"357","1.24.10.133","1.24.10",-16.43190853,-71.59981652,"2010-03-26",0,0.00894777848510765,0.0599494175234445,10,"#FD8D3C"
"358","1.24.9.29","1.24.9",-16.44344342,-71.58668478,"2010-03-31",0,0.00892058731947223,0.0590722744431835,10,"#FD8D3C"
"359","1.24.11A.35","1.24.11A",-16.42649831,-71.60689767,"0",1,0.00888228855813033,0.0591729304096382,23,"#FD8D3C"
"360","1.24.9.10","1.24.9",-16.44191676,-71.58636058,"2005-03-28",0,0.0088809369759566,0.0590311454220341,15,"#FD8D3C"
"361","1.24.11.26","1.24.11",-16.42988966,-71.60119295,"2005-04-17",0,0.00887871712614498,0.0596605871722939,15,"#FD8D3C"
"362","1.24.10.220","1.24.10",-16.43533124,-71.5996988,"2013-11-25",0,0.00883030715116993,0.0584947399903137,7,"#FD8D3C"
"363","1.24.10.64C","1.24.10",-16.43178042,-71.59844915,"2011-10-29",1,0.00881496556306054,0.0592615976851739,9,"#FD8D3C"
"364","1.24.10.64B","1.24.10",-16.43178042,-71.59844915,"2013-11-27",1,0.00881496556306054,0.0592615976851739,7,"#FD8D3C"
"365","1.24.10.64","1.24.10",-16.43178042,-71.59844915,"2013-12-05",0,0.00881491585308236,0.0592614023793473,7,"#FD8D3C"
"366","1.24.11.46","1.24.11",-16.42916678,-71.60039244,"2013-11-12",0,0.00881284659933985,0.0592524559407616,7,"#FECC5C"
"367","1.24.10.182","1.24.10",-16.43389565,-71.59943681,"2013-12-09",0,0.0088069385148132,0.058199864648369,7,"#FECC5C"
"368","1.24.10.134H","1.24.10",-16.43074369,-71.60122587,"2005-03-18",1,0.00878589154646822,0.0587217349985798,15,"#FECC5C"
"369","1.24.10.23","1.24.10",-16.43343049,-71.59850331,"2010-03-26",0,0.00877505276705494,0.0589858787588767,10,"#FECC5C"
"370","1.24.10.57","1.24.10",-16.43218902,-71.59918101,"2010-03-29",0,0.00876717556532832,0.0592455114387993,10,"#FECC5C"
"371","1.24.10.95","1.24.10",-16.43135658,-71.59971466,"2005-03-18",1,0.00873866486819925,0.0587207161144155,15,"#FECC5C"
"372","1.24.11.101","1.24.11",-16.4292235,-71.60157543,"2005-03-10",0,0.00872167614519178,0.057886798559968,15,"#FECC5C"
"373","1.24.11.11A","1.24.11",-16.43010703,-71.60121872,"2010-12-15",1,0.00871075236576674,0.0589751380718774,10,"#FECC5C"
"374","1.24.11.11","1.24.11",-16.43010703,-71.60121872,"2010-03-25",0,0.00871070264664929,0.0589749404034484,10,"#FECC5C"
"375","1.24.10.30","1.24.10",-16.43307213,-71.59828117,"2010-03-26",0,0.00869203189583493,0.0585636576140168,10,"#FECC5C"
"376","1.24.10.118","1.24.10",-16.43214644,-71.59966235,"2005-03-10",0,0.00864587873554511,0.0585111292931145,15,"#FECC5C"
"377","1.24.11.41","1.24.11",-16.42968344,-71.60038007,"2015-07-08",0,0.00864103639428528,0.0583727489906652,5,"#FECC5C"
"378","1.24.10.71","1.24.10",-16.43205475,-71.5986829,"2013-11-06",0,0.00860563084747823,0.0585774343262063,7,"#FECC5C"
"379","1.24.11.53","1.24.11",-16.42937709,-71.59988516,"2013-11-15",0,0.0086003878539048,0.0578632888987864,7,"#FECC5C"
"380","1.24.11.71","1.24.11",-16.42847878,-71.60110766,"2010-03-25",0,0.00856473446774173,0.0580489629107568,10,"#FECC5C"
"381","1.24.11.2","1.24.11",-16.43050277,-71.60093962,"2011-12-06",0,0.00855891332517366,0.0579552310285963,9,"#FECC5C"
"382","1.24.10.125","1.24.10",-16.43176166,-71.6002511,"2010-03-26",1,0.00854016338450896,0.0580437517025958,10,"#FECC5C"
"383","1.24.10.17","1.24.10",-16.43355801,-71.59900276,"2013-12-10",0,0.00853668175675062,0.0576828982887724,7,"#FECC5C"
"384","1.24.10.24","1.24.10",-16.43329565,-71.59855136,"2013-12-05",1,0.00853083489366402,0.0578946762426576,7,"#FECC5C"
"385","1.24.11.45","1.24.11",-16.42942764,-71.6006196,"2015-07-08",0,0.00851783284770186,0.0579514514706496,5,"#FECC5C"
"386","1.24.11.73","1.24.11",-16.42860927,-71.6009673,"2010-03-25",0,0.0085150431498363,0.0579736120104507,10,"#FECC5C"
"387","1.24.11.29","1.24.11",-16.43012164,-71.60094215,"2013-11-12",0,0.00850488950449024,0.0580324362141477,7,"#FECC5C"
"388","1.24.10.143","1.24.10",-16.43170458,-71.60056415,"2013-11-15",0,0.00849897427688005,0.0576885126441633,7,"#FECC5C"
"389","1.24.11.19","1.24.11",-16.43002079,-71.60160806,"2010-03-25",0,0.00847756815182264,0.0574788323443188,10,"#FECC5C"
"390","1.24.10.220A","1.24.10",-16.43531269,-71.59975096,"2005-03-16",0,0.00845708974987193,0.0568161842491849,15,"#FECC5C"
"391","1.24.11.82","1.24.11",-16.4291581,-71.60090282,"2011-12-03",0,0.00845057775575058,0.0577711361702007,9,"#FECC5C"
"392","1.24.10.178","1.24.10",-16.43374933,-71.59969387,"2013-11-25",0,0.00844633302713185,0.0571834857353903,7,"#FECC5C"
"393","1.24.11.40","1.24.11",-16.4299654,-71.60054003,"2013-11-15",0,0.00844412355964972,0.0574864394224057,7,"#FECC5C"
"394","1.24.10.53","1.24.10",-16.43237911,-71.59953309,"2010-03-26",0,0.00843393282663998,0.0575264137957956,10,"#FECC5C"
"395","1.24.10.36","1.24.10",-16.43280762,-71.59876334,"2011-12-09",0,0.0084186877663043,0.0574126637908192,9,"#FECC5C"
"396","1.24.11A.34","1.24.11A",-16.42645377,-71.60684181,"0",1,0.00841030854767414,0.0570509674043228,23,"#FECC5C"
"397","1.24.10.85","1.24.10",-16.43242046,-71.59899825,"2013-12-05",0,0.00841006475315544,0.0575596941540002,7,"#FECC5C"
"398","1.24.11.89","1.24.11",-16.42873065,-71.60134942,"2011-12-02",0,0.00841002506284838,0.0573725535937421,9,"#FECC5C"
"399","1.24.11.78","1.24.11",-16.42898507,-71.60057748,"2011-12-03",0,0.00840648618119158,0.0576375961800628,9,"#FECC5C"
"400","1.24.10.130","1.24.10",-16.43158293,-71.60015676,"2015-02-24",0,0.00840605978605222,0.0572946386163024,5,"#FECC5C"
"401","1.24.10.183A","1.24.10",-16.43383011,-71.5992184,"2010-03-29",0,0.00840068706242725,0.0560388406660972,10,"#FECC5C"
"402","1.24.10.160","1.24.10",-16.43272064,-71.60075185,"2013-11-15",0,0.00839033022426556,0.0569459008819756,7,"#FECC5C"
"403","1.24.10.33","1.24.10",-16.43306271,-71.59850222,"2011-12-09",0,0.00838088023443373,0.0571659943319704,9,"#FECC5C"
"404","1.24.11.96","1.24.11",-16.42908789,-71.60127341,"2013-11-02",0,0.00837370804201473,0.057159980942271,7,"#FECC5C"
"405","1.24.10.78","1.24.10",-16.43236677,-71.59865679,"2010-03-26",0,0.00833227360925396,0.0572049752514969,10,"#FECC5C"
"406","1.24.10.15","1.24.10",-16.43365851,-71.5988583,"2013-12-10",0,0.00831941188671057,0.0566565922753511,7,"#FECC5C"
"407","1.24.10.22","1.24.10",-16.43350179,-71.59869582,"2013-10-29",0,0.00831900900687097,0.0568252694712589,7,"#FECC5C"
"408","1.24.11.54","1.24.11",-16.42935971,-71.5999308,"2015-07-08",0,0.00830602652731669,0.056533893445165,5,"#FECC5C"
"409","1.24.10.168","1.24.10",-16.43262745,-71.60019239,"2013-11-13",0,0.00828267669647371,0.0566169417909858,7,"#FECC5C"
"410","1.24.10.134G","1.24.10",-16.43069368,-71.6012612,"2005-03-14",0,0.00827285826195799,0.0563641835677448,15,"#FECC5C"
"411","1.24.11.31","1.24.11",-16.43001558,-71.60076901,"2013-11-15",0,0.00826287027204728,0.0568311362722276,7,"#FECC5C"
"412","1.24.11.20","1.24.11",-16.42998168,-71.60165686,"2010-03-25",0,0.00826284821735734,0.056365581069337,10,"#FECC5C"
"413","1.24.10.51","1.24.10",-16.43262377,-71.59961948,"2010-03-26",0,0.00826166922190622,0.056722373781127,10,"#FECC5C"
"414","1.24.10.142","1.24.10",-16.43162457,-71.60059316,"2010-03-26",1,0.00825361879397302,0.0565010740873766,10,"#FECC5C"
"415","1.24.11.7","1.24.11",-16.4302256,-71.60086263,"2013-11-12",0,0.0082434826510304,0.056777402953594,7,"#FECC5C"
"416","1.24.11.58A","1.24.11",-16.42898643,-71.6002627,"2011-12-03",0,0.00823002577400108,0.0563178115392546,9,"#FECC5C"
"417","1.24.10.138","1.24.10",-16.43124812,-71.60075311,"2010-03-26",0,0.00821511315684482,0.0560820697574934,10,"#FECC5C"
"418","1.24.10.136","1.24.10",-16.43097987,-71.60096852,"2005-03-18",1,0.0082136504513655,0.0561617615455617,15,"#FECC5C"
"419","1.24.10.215","1.24.10",-16.43514981,-71.59881857,"2013-12-11",0,0.00819701913218576,0.0555564332790025,7,"#FECC5C"
