"","UNICODE","codeLoc","LATITUDE","LONGITUDE","recentinsp","not_sprayed","probability","uncertainty","time","color"
"1502","1.1.3.703","1.1.3",-16.37408882,-71.51447226,"2015-08-31",0,0.00928139392892969,0.0487906103453337,4,"#FFFFB2"
"1503","1.1.34.367","1.1.34",-16.37211378,-71.50758826,"2014-09-19",0,0.00928136378523279,0.0489876323041478,5,"#FFFFB2"
"1504","1.1.34.632","1.1.34",-16.37473446,-71.51004986,"2015-06-22",0,0.00927676730093334,0.0488131592249666,4,"#FFFFB2"
"1505","1.1.34.574","1.1.34",-16.3733033,-71.51156125,"2016-12-03",0,0.00927192808645826,0.0488606793144803,3,"#FFFFB2"
"1506","1.1.34.571B","1.1.34",-16.37349167,-71.51141726,"2016-12-03",0,0.00925580944822893,0.048692676617823,3,"#FFFFB2"
"1507","1.1.34.393","1.1.34",-16.37216527,-71.50825683,"2018-02-16",0,0.00925568409350579,0.0491796412477191,1,"#FFFFB2"
"1508","1.1.34.560","1.1.34",-16.37285842,-71.51030073,"2015-07-02",0,0.00925409498775575,0.0489361029381602,4,"#FFFFB2"
"1509","1.1.34.101","1.1.34",-16.37085893,-71.51186251,"2015-06-10",0,0.00925392816681832,0.0492480341155166,4,"#FFFFB2"
"1510","1.1.34.225A","1.1.34",-16.37093668,-71.51123455,"2017-07-01",0,0.00925001900372336,0.0489235410188699,2,"#FFFFB2"
"1511","1.1.34.118A","1.1.34",-16.37113627,-71.51316675,"2015-05-18",0,0.00924750015971736,0.0492769887036753,4,"#FFFFB2"
"1512","1.1.34.204","1.1.34",-16.37071877,-71.51121904,"2015-05-19",0,0.00924557029437383,0.0488853091323384,4,"#FFFFB2"
"1513","1.1.34.95","1.1.34",-16.37048484,-71.51195393,"2014-10-08",0,0.00924205004205683,0.0492428500869072,5,"#FFFFB2"
"1514","1.1.34.91","1.1.34",-16.37059646,-71.51212159,"2016-05-03",0,0.00923379289842883,0.0492486571049133,3,"#FFFFB2"
"1515","1.1.34.477A","1.1.34",-16.37268425,-71.5088813,"2015-06-18",0,0.009232026167477,0.0484941610232351,4,"#FFFFB2"
"1516","1.1.3.473","1.1.3",-16.3753525,-71.51346233,"2017-11-10",0,0.00923048585912506,0.0483893220153131,2,"#FFFFB2"
"1517","1.1.34.606","1.1.34",-16.37428728,-71.51052948,"2017-08-01",0,0.00922677087596211,0.0485627779821878,2,"#FFFFB2"
"1518","1.1.34.383","1.1.34",-16.37270192,-71.5086283,"2015-06-26",0,0.00922210674699061,0.048735841626769,4,"#FFFFB2"
"1519","1.1.34.400","1.1.34",-16.37182309,-71.5078111,"2016-07-02",0,0.0092208676411778,0.0487574586079359,3,"#FFFFB2"
"1520","1.1.34.557","1.1.34",-16.37301558,-71.51051624,"2018-02-21",0,0.00920782488425936,0.0488150697548882,1,"#FFFFB2"
"1521","1.1.34.622","1.1.34",-16.37433979,-71.50946357,"2016-12-22",0,0.0091993120224518,0.048574219690047,3,"#FFFFB2"
"1522","1.1.34.241","1.1.34",-16.37136479,-71.51032555,"2016-08-02",0,0.00919294805312603,0.0484713355455324,3,"#FFFFB2"
"1523","1.1.34.64A","1.1.34",-16.37121803,-71.51179308,"2015-05-22",0,0.00918902474674287,0.0486901160638433,4,"#FFFFB2"
"1524","1.1.34.166A","1.1.34",-16.37065914,-71.51264405,"2018-02-13",0,0.00918895784419783,0.0489396006280368,1,"#FFFFB2"
"1525","1.1.34.544","1.1.34",-16.37324659,-71.51020199,"2015-07-07",0,0.00918595916227349,0.0486579933706527,4,"#FFFFB2"
"1526","1.1.34.194","1.1.34",-16.37046821,-71.51131396,"2016-05-21",0,0.00918100791186761,0.0485861382306226,3,"#FFFFB2"
"1527","1.1.34.108","1.1.34",-16.37115212,-71.51223637,"2016-04-16",0,0.00917558345549469,0.0488767231292624,3,"#FFFFB2"
"1528","1.1.34.392","1.1.34",-16.37222814,-71.50832907,"2016-06-27",0,0.00917423191572801,0.0488135700280917,3,"#FFFFB2"
"1529","1.1.34.44","1.1.34",-16.37154312,-71.51114374,"2018-02-19",0,0.00917106097749557,0.0485614899241161,1,"#FFFFB2"
"1530","1.1.34.558","1.1.34",-16.37296894,-71.51043976,"2015-06-28",0,0.00916668152871695,0.0486285300728052,4,"#FFFFB2"
"1531","1.1.34.100A","1.1.34",-16.3708009,-71.51180561,"2018-02-16",0,0.00916363366486965,0.0488520256558082,1,"#FFFFB2"
"1532","1.1.34.587","1.1.34",-16.37270083,-71.51154024,"2016-12-10",0,0.00916331942337858,0.0484320948093555,3,"#FFFFB2"
"1533","1.1.34.559","1.1.34",-16.37290553,-71.51037405,"2016-12-10",0,0.00916130923941274,0.0485758618005977,3,"#FFFFB2"
"1534","1.1.34.374","1.1.34",-16.37245812,-71.50802598,"2018-02-15",0,0.0091608059018249,0.0486285368823684,1,"#FFFFB2"
"1535","1.1.34.471","1.1.34",-16.37247586,-71.50978,"2015-08-21",0,0.00915615682806463,0.048296629844374,4,"#FFFFB2"
"1536","1.1.34.179","1.1.34",-16.36994044,-71.51172979,"2015-05-21",0,0.00915611137201135,0.0484104969397564,4,"#FFFFB2"
"1537","1.1.34.216","1.1.34",-16.37084816,-71.51073159,"2015-05-26",0,0.00914403057889433,0.0482159794161039,4,"#FFFFB2"
"1538","1.1.34.166","1.1.34",-16.37063532,-71.51262003,"2014-08-26",0,0.00913314641132157,0.0487015998544132,5,"#FFFFB2"
"1539","1.1.34.81","1.1.34",-16.37118116,-71.51235549,"2018-02-16",0,0.00913127995500581,0.0486867162959908,1,"#FFFFB2"
"1540","1.1.34.105","1.1.34",-16.3709971,-71.51202057,"2016-04-16",0,0.00913094603525799,0.048736560402237,3,"#FFFFB2"
"1541","1.1.34.248","1.1.34",-16.37152628,-71.51081535,"2014-09-14",0,0.00912834093125935,0.048294884828079,5,"#FFFFB2"
"1542","1.1.34.628","1.1.34",-16.37452293,-71.50975393,"2016-12-22",0,0.0091279154259858,0.0483182638629507,3,"#FFFFB2"
"1543","1.1.34.285","1.1.34",-16.37021694,-71.50947012,"2017-07-10",0,0.0091265327135553,0.0480006361202927,2,"#FFFFB2"
"1544","1.1.34.625","1.1.34",-16.3744244,-71.50960716,"2017-08-10",0,0.00912582680558944,0.0483066881930664,2,"#FFFFB2"
"1545","1.1.34.69","1.1.34",-16.37096513,-71.51156894,"2018-02-19",0,0.00912431645017974,0.0483825467450431,1,"#FFFFB2"
"1546","1.1.34.618","1.1.34",-16.37417151,-71.50960973,"2015-06-12",0,0.00912365553410656,0.0482152099090222,4,"#FFFFB2"
"1547","1.1.34.184","1.1.34",-16.37016101,-71.51156102,"2018-02-19",0,0.00912064591453727,0.0483112790867333,1,"#FFFFB2"
"1548","1.1.34.184A","1.1.34",-16.37016101,-71.51156102,"2015-05-20",0,0.00912064591453727,0.0483112790867333,4,"#FFFFB2"
"1549","1.1.34.561A","1.1.34",-16.3727942,-71.51018092,"2015-06-18",0,0.00911400758356266,0.0483281629194642,4,"#FFFFB2"
"1550","1.1.34.64","1.1.34",-16.3712188,-71.51183676,"2015-05-22",0,0.00911333327310286,0.0483567132528625,4,"#FFFFB2"
"1551","1.1.34.90","1.1.34",-16.37063939,-71.51219435,"2018-02-20",0,0.00910988049155794,0.0487136172863766,1,"#FFFFB2"
"1552","1.1.34.649","1.1.34",-16.37416711,-71.50987204,"2015-06-23",0,0.00910051264317841,0.0481103198733788,4,"#FFFFB2"
"1553","1.1.34.162","1.1.34",-16.37042744,-71.51231944,"2018-02-13",0,0.00908435208132584,0.0484785615427659,1,"#FFFFB2"
"1554","1.1.34.395","1.1.34",-16.37205945,-71.50811799,"2016-06-30",0,0.00908360697350051,0.0483907920409394,3,"#FFFFB2"
"1555","1.1.34.35","1.1.34",-16.3720829,-71.51174169,"2016-07-23",0,0.0090828425547715,0.0480429352142861,3,"#FFFFB2"
"1556","1.1.34.197A","1.1.34",-16.37061687,-71.5115216,"2015-05-18",0,0.00908112965554872,0.0482592242721332,4,"#FFFFB2"
"1557","1.1.34.579","1.1.34",-16.37303407,-71.51179805,"2016-12-03",0,0.00907643741272293,0.0479968978583261,3,"#FFFFB2"
"1558","1.1.34.69A","1.1.34",-16.37098821,-71.51153956,"2015-08-11",0,0.00907518857759517,0.0481715780863416,4,"#FFFFB2"
"1559","1.1.34.561","1.1.34",-16.37280943,-71.51021857,"2015-06-18",0,0.00906578853286171,0.0481065609002839,4,"#FFFFB2"
"1560","1.1.34.96A","1.1.34",-16.37054147,-71.51191834,"2016-05-07",0,0.00906305515783669,0.0484579163423095,3,"#FFFFB2"
"1561","1.1.3.710D","1.1.3",-16.37351041,-71.51464677,"2015-09-01",0,0.00906199401766051,0.0479700075942122,4,"#FFFFB2"
"1562","1.1.34.376","1.1.34",-16.37255568,-71.5081811,"2015-06-09",0,0.00904735938620763,0.0481213717986907,4,"#FFFFB2"
"1563","1.1.34.137","1.1.34",-16.37083157,-71.51298263,"2018-02-14",0,0.00904603300768351,0.0483766313745384,1,"#FFFFB2"
"1564","1.1.34.119","1.1.34",-16.37110962,-71.51321688,"2016-04-30",0,0.00904138486921809,0.0483552818867864,3,"#FFFFB2"
"1565","1.1.3.710C","1.1.3",-16.37354644,-71.51460355,"2015-09-02",0,0.00904095616045068,0.0478776585381719,4,"#FFFFB2"
"1566","1.1.34.245","1.1.34",-16.37159971,-71.51061616,"2016-08-04",0,0.00903981110633391,0.0478532769647513,3,"#FFFFB2"
"1567","1.1.34.545","1.1.34",-16.37327214,-71.51024203,"2018-02-22",0,0.00903327707431219,0.0479762472692139,1,"#FFFFB2"
"1568","1.1.34.246","1.1.34",-16.37164353,-71.51066053,"2016-08-05",0,0.00903142107351696,0.0478394153952775,3,"#FFFFB2"
"1569","1.1.34.372D","1.1.34",-16.372301,-71.50798356,"2015-08-02",0,0.00903050350778246,0.0481355841655335,4,"#FFFFB2"
"1570","1.1.34.373","1.1.34",-16.37240208,-71.50795291,"2016-07-13",0,0.00901867979174843,0.0480284948325816,3,"#FFFFB2"
"1571","1.1.34.239","1.1.34",-16.37130031,-71.51024358,"2017-07-01",0,0.00901229450319867,0.0477055807961342,2,"#FFFFB2"
"1572","1.1.34.407","1.1.34",-16.37219755,-71.50878515,"2015-06-23",0,0.00901166836347362,0.0477137086788205,4,"#FFFFB2"
"1573","1.1.3.704","1.1.3",-16.37403815,-71.51449657,"2015-09-15",0,0.0090066724613656,0.0476122975238347,4,"#FFFFB2"
"1574","1.1.34.163","1.1.34",-16.37047672,-71.51238116,"2018-02-13",0,0.00900608648335133,0.0481323400264271,1,"#FFFFB2"
"1575","1.1.34.224","1.1.34",-16.37103165,-71.51121265,"2014-08-29",0,0.00900364924232434,0.0478175839873335,5,"#FFFFB2"
"1576","1.1.34.371","1.1.34",-16.37228588,-71.50783298,"2016-07-09",0,0.00900094779692698,0.0479843437001699,3,"#FFFFB2"
"1577","1.1.34.408","1.1.34",-16.3722276,-71.50882417,"2015-06-23",0,0.00900089551102471,0.0476554229275803,4,"#FFFFB2"
"1578","1.1.34.401","1.1.34",-16.37176857,-71.50774351,"2018-02-19",0,0.00899754690086297,0.0477162877442638,1,"#FFFFB2"
