"","X","UNICODE","codeLoc","LATITUDE","LONGITUDE","check","recent_insp","condition","probability","uncertainty","recentinsp","not_sprayed","group_num","order","color"
"501",501,"1.8.8.16","1.8.8",-16.44645208,-71.51699869,0,"2007-05-10",2,0.0818603316183177,0.149271202407145,15,0,46,2,"gray"
"497",497,"1.8.8.5","1.8.8",-16.44664119,-71.51678741,0,"2007-05-21",1,0.0752616125844511,0.143250446945323,22,0,46,3,"gray"
"480",480,"1.8.8.15","1.8.8",-16.44645583,-71.51689661,0,"2007-05-09",2,0.0744864496903369,0.13582900802546,14,0,46,4,"gray"
"670",670,"1.8.8.14A","1.8.8",-16.44645999,-71.5168227,0,"2007-05-14",1,0.0734582537595789,0.135244840635505,17,0,46,5,"gray"
"502",502,"1.8.8.18","1.8.8",-16.44640894,-71.51718683,0,"2018-11-09",1,0.0724495887851612,0.135385673904979,63,0,46,6,"gray"
"487",487,"1.8.8.28","1.8.8",-16.44628399,-71.51679463,0,"2018-11-07",1,0.0723426021110719,0.135640239756569,61,0,46,7,"gray"
"481",481,"1.8.8.17","1.8.8",-16.44643431,-71.51709152,0,"2007-05-08",1,0.0717369373134538,0.131795270368661,13,0,46,8,"gray"
"542",542,"1.8.8.25","1.8.8",-16.44625218,-71.51699946,0,"2007-05-15",1,0.0706811347123701,0.132845474866727,18,0,46,9,"gray"
"519",519,"1.8.8.29","1.8.8",-16.44627809,-71.51671592,0,"2007-05-09",1,0.0688627997154323,0.12842350834515,14,0,46,10,"gray"
"671",671,"1.8.8.24","1.8.8",-16.44622523,-71.51706899,0,"2006-11-22",1,0.0685190291219901,0.129130750771813,31,0,46,11,"gray"
"583",583,"1.8.8.23","1.8.8",-16.44618855,-71.51716053,0,"2007-05-22",1,0.0681170493799577,0.129217104399348,23,0,46,12,"gray"
"641",641,"1.8.8.27","1.8.8",-16.44628218,-71.51686542,0,"2007-05-22",1,0.068114221453632,0.126698818303843,23,0,46,13,"gray"
"503",503,"1.8.8.26","1.8.8",-16.44627179,-71.51691947,0,"2007-05-08",1,0.0676396824710122,0.125893517567083,13,0,46,14,"gray"
"1528",1528,"1.8.6.71","1.8.6",-16.44776031,-71.51432766,0,NA,0,0.125458279484398,0.192286326064974,51,1,47,1,"blue"
"1527",1527,"1.8.6.68","1.8.6",-16.44805019,-71.51429349,0,NA,0,0.124300512870626,0.19092753305191,51,1,47,2,"gray"
"1526",1526,"1.8.6.67","1.8.6",-16.44813877,-71.5141211,0,NA,0,0.120796097601423,0.185674956160826,51,1,47,3,"gray"
"1387",1387,"1.8.6.55","1.8.6",-16.44815606,-71.51450466,0,"2007-07-19",1,0.0775295346537755,0.14691700705563,43,0,47,4,"gray"
"1388",1388,"1.8.6.56","1.8.6",-16.44821787,-71.51434593,0,"2007-07-19",1,0.0773844942093614,0.147203614551771,43,0,47,5,"gray"
"1442",1442,"1.8.6.70","1.8.6",-16.44791364,-71.51440876,0,"2007-12-05",1,0.0737452956936882,0.140563173856086,48,0,47,6,"gray"
"1441",1441,"1.8.6.69","1.8.6",-16.44799498,-71.51445829,0,"2007-12-07",1,0.0733340420913099,0.139691638015806,50,0,47,7,"gray"
"1428",1428,"1.8.6.73","1.8.6",-16.44787663,-71.51399501,0,"2007-12-06",1,0.0705149089847714,0.13490388880694,49,0,47,8,"gray"
"1429",1429,"1.8.6.74","1.8.6",-16.44791033,-71.51392204,0,"2007-12-06",1,0.0659896959608121,0.12582434787519,49,0,47,9,"gray"
"1443",1443,"1.8.6.72","1.8.6",-16.44782596,-71.51409004,0,"2007-12-10",1,0.0653492295908653,0.124076803966629,51,0,47,10,"gray"
"1491",1491,"1.8.6.130","1.8.6",-16.44696288,-71.51484078,0,NA,0,0.125190439465177,0.194860328326445,51,1,48,1,"blue"
"1476",1476,"1.8.6.109","1.8.6",-16.44718352,-71.51455923,0,NA,0,0.125138885723983,0.195407936695768,51,1,48,2,"gray"
"1493",1493,"1.8.6.132","1.8.6",-16.44732153,-71.51473745,0,NA,0,0.121775070574121,0.187563681981056,51,1,48,3,"gray"
"1477",1477,"1.8.6.110","1.8.6",-16.4469963,-71.51461999,0,NA,0,0.118916292412195,0.18580446656286,51,1,48,4,"gray"
"1492",1492,"1.8.6.131","1.8.6",-16.44712283,-71.51485157,0,"2007-12-11",1,0.0750476530470758,0.144696458506311,52,0,48,5,"gray"
"1479",1479,"1.8.6.112","1.8.6",-16.44682594,-71.51467727,0,"2007-12-11",1,0.0707189763690856,0.137569025949405,52,0,48,6,"gray"
"1454",1454,"1.8.6.129","1.8.6",-16.44685819,-71.51488294,0,"2007-12-06",1,0.0669532039140133,0.12928231437102,49,0,48,7,"gray"
"1478",1478,"1.8.6.111","1.8.6",-16.44691299,-71.51465565,0,"2007-12-06",1,0.0645968151179694,0.125062239444357,49,0,48,8,"gray"
"1099",1099,"1.8.5.325","1.8.5",-16.45006337,-71.51345532,0,NA,0,0.12502479946558,0.193680854700385,31,1,49,1,"blue"
"1205",1205,"1.8.5.317A","1.8.5",-16.4501715,-71.51332216,0,NA,0,0.116354018267134,0.178969483642878,37,1,49,2,"gray"
"1204",1204,"1.8.5.317","1.8.5",-16.45019791,-71.51330628,0,NA,0,0.115431378125912,0.177405379991601,37,1,49,3,"gray"
"1207",1207,"1.8.5.327","1.8.5",-16.45008282,-71.51364577,0,"2007-06-13",1,0.0707550974781195,0.136360598641806,32,0,49,4,"gray"
"1206",1206,"1.8.5.317B","1.8.5",-16.45017226,-71.51336785,0,"2007-06-11",1,0.0684090756499737,0.130979990526086,30,0,49,5,"gray"
"1238",1238,"1.8.5.320","1.8.5",-16.45006957,-71.51329198,0,"2007-06-12",1,0.0682137889697146,0.130713146427781,31,0,49,6,"gray"
"981",981,"1.8.5.324","1.8.5",-16.44991148,-71.51342878,0,"2007-06-11",1,0.0678064447422683,0.130123852715144,30,0,49,7,"gray"
"982",982,"1.8.5.326","1.8.5",-16.45007014,-71.51356015,0,"2007-06-08",1,0.0660603017503412,0.126730628910337,29,0,49,8,"gray"
"1019",1019,"1.8.5.316A","1.8.5",-16.45024211,-71.51324804,0,"2007-06-11",1,0.0656334168926205,0.125405587211147,30,0,49,9,"gray"
"1096",1096,"1.8.5.316C","1.8.5",-16.45022609,-71.51329005,0,"2007-06-11",1,0.0655865641857401,0.125272046795704,30,0,49,10,"gray"
"1018",1018,"1.8.5.316","1.8.5",-16.45027728,-71.51324832,0,"2007-06-11",1,0.0654657578034741,0.124965872266879,30,0,49,11,"gray"
"1020",1020,"1.8.5.316B","1.8.5",-16.45024059,-71.51327002,0,"2007-06-07",1,0.065336222097567,0.124759343531909,28,0,49,12,"gray"
"1097",1097,"1.8.5.321","1.8.5",-16.44999604,-71.5132875,0,"2007-06-13",1,0.065213222512691,0.124385246095288,32,0,49,13,"gray"
"1473",1473,"1.8.6.105","1.8.6",-16.44701642,-71.51389578,0,NA,0,0.124976971015926,0.194709203515433,51,1,50,1,"blue"
"1474",1474,"1.8.6.106","1.8.6",-16.4471516,-71.51383217,0,NA,0,0.113867698637051,0.176275995038582,51,1,50,2,"gray"
"1535",1535,"1.8.6.85","1.8.6",-16.44721667,-71.51339975,0,"2007-07-25",1,0.076905266441554,0.146962829247983,51,0,50,3,"gray"
"1445",1445,"1.8.6.86","1.8.6",-16.44725373,-71.51354456,0,"2007-12-07",1,0.0704302157989369,0.134679153531923,50,0,50,4,"gray"
"1446",1446,"1.8.6.87","1.8.6",-16.44717697,-71.51363671,0,"2007-12-07",1,0.0700996401951812,0.134375631247328,50,0,50,5,"gray"
"1447",1447,"1.8.6.88","1.8.6",-16.4470295,-71.51368264,0,"2008-04-11",1,0.0694925915030935,0.133330571742387,53,0,50,6,"gray"
"1466",1466,"1.8.6.93","1.8.6",-16.44732202,-71.51379136,0,"2007-12-06",1,0.0692427323399728,0.133593882636617,49,0,50,7,"gray"
"1467",1467,"1.8.6.94","1.8.6",-16.44735096,-71.51390735,0,"2007-12-06",1,0.06913317785854,0.133759051809993,49,0,50,8,"gray"
"1433",1433,"1.8.6.107","1.8.6",-16.44721969,-71.51380519,0,"2007-12-07",1,0.0657970611047597,0.12671510720055,50,0,50,9,"gray"
"659",659,"1.8.8.91","1.8.8",-16.44672259,-71.51811729,0,NA,0,0.124942546992951,0.189569634320919,23,1,51,1,"blue"
"660",660,"1.8.8.93","1.8.8",-16.44681655,-71.51795478,0,NA,0,0.11903829192218,0.181800304726714,23,1,51,2,"gray"
"549",549,"1.8.8.79","1.8.8",-16.44688753,-71.51818589,0,"2006-10-31",1,0.0745458951283767,0.138446127240718,23,0,51,3,"gray"
"588",588,"1.8.8.92","1.8.8",-16.44677027,-71.51803878,0,"2007-05-22",1,0.0729583751877054,0.138450062338884,23,0,51,4,"gray"
"571",571,"1.8.8.78A","1.8.8",-16.44690468,-71.51809905,0,"2007-05-15",1,0.0725727522789619,0.136488001737514,18,0,51,5,"gray"
"550",550,"1.8.8.80","1.8.8",-16.44684403,-71.5182771,0,"2018-11-05",2,0.0719027656528336,0.131132476393941,59,0,51,6,"gray"
"672",672,"1.8.8.78","1.8.8",-16.44693915,-71.5180753,0,"2006-11-23",1,0.0711017592921757,0.134089886217001,23,0,51,7,"gray"
"1193",1193,"1.8.5.235","1.8.5",-16.44882231,-71.51251113,0,NA,0,0.124762243838283,0.19088359698084,34,1,52,1,"blue"
"1194",1194,"1.8.5.236","1.8.5",-16.44872311,-71.51231976,0,"2007-06-13",1,0.0773288260568566,0.147280204592698,32,0,52,2,"gray"
"1143",1143,"1.8.5.247","1.8.5",-16.44860094,-71.51241908,0,"2007-01-09",1,0.0742587127703297,0.142216819905646,37,0,52,3,"gray"
"1191",1191,"1.8.5.233","1.8.5",-16.44898006,-71.51245171,0,"2007-06-06",1,0.0701759879616266,0.132685650198632,27,0,52,4,"gray"
"1195",1195,"1.8.5.238","1.8.5",-16.44886517,-71.51222035,0,"2007-06-13",1,0.0698984956510799,0.132216782627004,32,0,52,5,"gray"
"1233",1233,"1.8.5.237","1.8.5",-16.44878955,-71.51226627,0,"2007-06-24",1,0.0681184170396198,0.128870855984786,37,0,52,6,"gray"
"1192",1192,"1.8.5.234","1.8.5",-16.44890993,-71.51248933,0,"2007-06-13",1,0.0674670386018114,0.127488287318749,32,0,52,7,"gray"
"289",289,"1.8.9.177","1.8.9",-16.44731488,-71.51851754,0,NA,0,0.12466602322207,0.188519230569839,10,1,53,1,"blue"
"290",290,"1.8.9.179","1.8.9",-16.4472818,-71.51874628,0,NA,0,0.122721043325568,0.186799876334649,9,1,53,2,"gray"
"277",277,"1.8.9.109","1.8.9",-16.44743257,-71.51872989,0,NA,0,0.111717585141806,0.173404220672709,8,1,53,3,"gray"
"183",183,"1.8.9.178","1.8.9",-16.44730849,-71.5186226,0,"2018-11-09",2,0.075003176549348,0.140021327612904,63,0,53,4,"gray"
"133",133,"1.8.9.110","1.8.9",-16.44743369,-71.51877027,0,"2007-04-18",1,0.0655510365751176,0.126918821578582,9,0,53,5,"gray"
"134",134,"1.8.9.111","1.8.9",-16.44743125,-71.51881645,0,"2007-04-17",1,0.0654700124919291,0.126744738558184,8,0,53,6,"gray"
"130",130,"1.8.9.104","1.8.9",-16.44744223,-71.51856044,0,"2007-04-16",1,0.064263528173494,0.123689570182322,7,0,53,7,"gray"
"132",132,"1.8.9.107","1.8.9",-16.44743378,-71.51866261,0,"2007-04-16",1,0.0641699125769728,0.123886219850848,7,0,53,8,"gray"
"204",204,"1.8.9.106","1.8.9",-16.4474393,-71.51863547,0,"2007-04-16",1,0.0638083862966766,0.123031275173362,7,0,53,9,"gray"
"105",105,"1.8.9.108","1.8.9",-16.44743186,-71.51870087,0,"2007-04-17",1,0.0637382784831777,0.123077452538599,8,0,53,10,"gray"
"131",131,"1.8.9.105","1.8.9",-16.447442,-71.51860114,0,"2018-11-09",1,0.0637153636968009,0.122709331197758,63,0,53,11,"gray"
"3",3,"1.8.1.11","1.8.1",-16.45289945,-71.51581436,0,NA,0,0.124522619741181,0.187284980058892,1,1,54,1,"blue"
"6",6,"1.8.1.14","1.8.1",-16.45274774,-71.51567714,0,NA,0,0.124288732751848,0.186901296742483,1,1,54,2,"gray"
"2",2,"1.8.1.10","1.8.1",-16.45293259,-71.51585996,0,NA,0,0.123491441300425,0.185582801549643,1,1,54,3,"gray"
"56",56,"1.8.1.9","1.8.1",-16.45298709,-71.51590388,0,NA,0,0.122991689232545,0.18475511098441,1,1,54,4,"gray"
"55",55,"1.8.1.8","1.8.1",-16.45302599,-71.51595056,0,NA,0,0.12261436788683,0.184129373847477,1,1,54,5,"gray"
"4",4,"1.8.1.12","1.8.1",-16.45284572,-71.51576454,0,NA,0,0.121921708627254,0.182976187548263,1,1,54,6,"gray"
"5",5,"1.8.1.13","1.8.1",-16.4527985,-71.51572402,0,NA,0,0.120135985493912,0.179985875726166,1,1,54,7,"gray"
"643",643,"1.8.8.119","1.8.8",-16.44767518,-71.51638647,0,NA,0,0.124323643140597,0.193186759273738,16,1,55,1,"blue"
"667",667,"1.8.8.132","1.8.8",-16.44801328,-71.51647891,0,"2007-05-23",1,0.0729731766395981,0.142376915800116,24,0,55,2,"gray"
"696",696,"1.8.7.9","1.8.7",-16.44802398,-71.51610381,0,"2007-07-09",1,0.0716260536563774,0.136963202659486,39,0,55,3,"gray"
"673",673,"1.8.7.11","1.8.7",-16.44784674,-71.51614715,0,"2007-07-06",1,0.0703997351550111,0.134427848885279,38,0,55,4,"gray"
"579",579,"1.8.8.133","1.8.8",-16.44818561,-71.51639061,0,"2018-11-06",1,0.0697237884940496,0.135911633104919,60,0,55,5,"gray"
"614",614,"1.8.8.124","1.8.8",-16.44813718,-71.51630555,0,"2007-05-22",1,0.0697170309572029,0.135529030843933,23,0,55,6,"gray"
"565",565,"1.8.8.120","1.8.8",-16.44776389,-71.51638331,0,"2007-05-15",1,0.0692557340492791,0.133939373467374,18,0,55,7,"gray"
"716",716,"1.8.7.10","1.8.7",-16.44793305,-71.5161385,0,"2007-07-10",1,0.0687207789068038,0.131271433203747,40,0,55,8,"gray"
"566",566,"1.8.8.121","1.8.8",-16.44785359,-71.51639401,0,"2007-05-11",1,0.0685960985632277,0.133017355804947,16,0,55,9,"gray"
"717",717,"1.8.7.10A","1.8.7",-16.447895,-71.51616373,0,"2007-07-10",1,0.0682152104517854,0.130373182681685,40,0,55,10,"gray"
"613",613,"1.8.8.122","1.8.8",-16.44793927,-71.51640178,0,"2007-05-23",1,0.0677810211906383,0.131695065342763,24,0,55,11,"gray"
"628",628,"1.8.8.123","1.8.8",-16.44804122,-71.51638923,0,"2007-05-17",1,0.0665117876711447,0.129293059377442,20,0,55,12,"gray"
"1533",1533,"1.8.6.82","1.8.6",-16.44843039,-71.51316999,0,NA,0,0.124321013261813,0.193651688249236,51,1,56,1,"blue"
"1432",1432,"1.8.6.81","1.8.6",-16.44823344,-71.51324909,0,"2007-07-20",1,0.0764713403733891,0.147692304247554,51,0,56,2,"gray"
"1422",1422,"1.8.6.39","1.8.6",-16.44855952,-71.51372988,0,"2007-12-05",1,0.074889993341034,0.144931908345918,48,0,56,3,"gray"
"1421",1421,"1.8.6.38","1.8.6",-16.44876967,-71.51378842,0,"2007-12-06",1,0.0727344446346656,0.140365492022906,49,0,56,4,"gray"
"1424",1424,"1.8.6.41","1.8.6",-16.44861128,-71.51354175,0,"2007-12-07",1,0.0710025840646992,0.137762766301346,50,0,56,5,"gray"
"1523",1523,"1.8.6.63","1.8.6",-16.4483661,-71.51361771,0,"2007-12-05",1,0.0691049911412813,0.133565715559908,48,0,56,6,"gray"
"1423",1423,"1.8.6.40","1.8.6",-16.44857237,-71.51363113,0,"2007-12-05",1,0.0685713120206062,0.132732296480824,48,0,56,7,"gray"
"1463",1463,"1.8.6.44","1.8.6",-16.44872933,-71.51328626,0,"2007-12-07",1,0.0676363916447693,0.130768894647972,50,0,56,8,"gray"
"1521",1521,"1.8.6.61","1.8.6",-16.44845297,-71.51345182,0,"2018-11-12",1,0.0674311034069905,0.130700595296838,64,0,56,9,"gray"
"1436",1436,"1.8.6.43","1.8.6",-16.44870103,-71.51336431,0,"2007-07-23",1,0.0667896927925661,0.129181540262011,51,0,56,10,"gray"
"1522",1522,"1.8.6.62","1.8.6",-16.4484115,-71.51353347,0,"2008-04-11",1,0.0665644859426515,0.128695018209527,53,0,56,11,"gray"
"1520",1520,"1.8.6.60","1.8.6",-16.44848818,-71.5133535,0,"2007-12-11",1,0.0655793741424874,0.12693417082835,52,0,56,12,"gray"
"1425",1425,"1.8.6.42","1.8.6",-16.44864918,-71.51344072,0,"2007-12-06",1,0.0647586783432484,0.125051081227422,49,0,56,13,"gray"
"1427",1427,"1.8.6.60A","1.8.6",-16.44844079,-71.51337581,0,"2007-12-11",1,0.0637406430788503,0.123040728509326,52,0,56,14,"gray"
"1439",1439,"1.8.6.58","1.8.6",-16.4485466,-71.51321592,0,"2007-12-06",1,0.0630400083927862,0.12131123588463,49,0,56,15,"gray"
"1426",1426,"1.8.6.59","1.8.6",-16.44852132,-71.51328995,0,"2018-11-12",1,0.0619951673374379,0.119307939529472,64,0,56,16,"gray"
"1100",1100,"1.8.5.333","1.8.5",-16.44972245,-71.51388585,0,NA,0,0.123822793733836,0.189768282939477,37,1,57,1,"blue"
"1026",1026,"1.8.5.342","1.8.5",-16.44970974,-71.51417059,0,"2007-01-04",2,0.0828334526430613,0.152248492579682,37,0,57,2,"gray"
"988",988,"1.8.5.339","1.8.5",-16.45013662,-71.51418883,0,"2018-11-19",1,0.0752570055180596,0.142273492236174,68,0,57,3,"gray"
"990",990,"1.8.5.343","1.8.5",-16.44969473,-71.51407594,0,"2018-11-16",1,0.072967333941153,0.135852514662422,67,0,57,4,"gray"
"944",944,"1.8.5.328","1.8.5",-16.450095,-71.513738,0,"2007-06-07",1,0.0722006878385832,0.139201316943331,28,0,57,5,"gray"
"1027",1027,"1.8.5.344","1.8.5",-16.449725,-71.5139775,0,"2007-06-06",1,0.0717895149565317,0.13559031859743,27,0,57,6,"gray"
"984",984,"1.8.5.334","1.8.5",-16.44987332,-71.51387203,0,"2007-06-06",1,0.0715191359425085,0.137232580312928,27,0,57,7,"gray"
"987",987,"1.8.5.338","1.8.5",-16.45014275,-71.51404147,0,"2007-06-13",1,0.0710626211106713,0.135709640916451,32,0,57,8,"gray"
"1025",1025,"1.8.5.341","1.8.5",-16.44994325,-71.51416205,0,"2007-01-04",1,0.0709929153536737,0.133075196335383,31,0,57,9,"gray"
"989",989,"1.8.5.340","1.8.5",-16.4500275,-71.51418049,0,"2007-06-05",1,0.0709352900405977,0.133422137104945,26,0,57,10,"gray"
"945",945,"1.8.5.336","1.8.5",-16.45002729,-71.51389445,0,"2007-06-07",1,0.0679380656263627,0.130329247311623,28,0,57,11,"gray"
"986",986,"1.8.5.337","1.8.5",-16.45011392,-71.51391112,0,"2007-06-06",1,0.0676472316849923,0.129579436109935,27,0,57,12,"gray"
"1391",1391,"1.8.5.335A","1.8.5",-16.44997695,-71.51393469,0,"2007-06-14",1,0.0672532837740032,0.128535805792674,33,0,57,13,"gray"
"985",985,"1.8.5.335","1.8.5",-16.44996353,-71.51389732,0,"2007-06-05",1,0.0671197970406819,0.128494010359175,26,0,57,14,"gray"
"1546",1546,"1.8.9.76A","1.8.9",-16.44847764,-71.51699957,0,"2018-11-06",0,0.123657358608557,0.184314743182123,60,1,58,1,"blue"
"219",219,"1.8.9.73","1.8.9",-16.44868423,-71.51691744,0,"2007-04-13",1,0.0754138089937182,0.13618359567641,6,0,58,2,"gray"
"205",205,"1.8.9.16","1.8.9",-16.44863327,-71.51675541,0,"2006-08-31",1,0.0739058639031836,0.137377882586491,7,0,58,3,"gray"
"634",634,"1.8.8.175","1.8.8",-16.44847035,-71.51646421,0,"2007-05-23",1,0.0734759509358408,0.142237531788895,24,0,58,4,"gray"
"220",220,"1.8.9.74","1.8.9",-16.44861048,-71.5169603,0,"2018-11-05",2,0.0734140691594164,0.13247522178886,59,0,58,5,"gray"
"221",221,"1.8.9.76","1.8.9",-16.44847764,-71.51699957,0,"2007-04-12",1,0.0714820284328353,0.132555457384159,5,0,58,6,"gray"
"592",592,"1.8.8.177","1.8.8",-16.44830516,-71.51653554,0,"2006-11-06",1,0.0704462509056231,0.136993987672094,23,0,58,7,"gray"
"286",286,"1.8.9.15","1.8.9",-16.4485142,-71.51676004,0,"2007-04-12",1,0.0704366969362871,0.133288650109323,5,0,58,8,"gray"
"322",322,"1.8.9.75","1.8.9",-16.44854485,-71.5169808,0,"2007-04-12",2,0.0697130702423047,0.126612578026636,5,0,58,9,"gray"
"282",282,"1.8.9.14","1.8.9",-16.44845298,-71.51681206,0,"2007-04-12",1,0.0697033220804378,0.132930109917477,5,0,58,10,"gray"
"622",622,"1.8.8.176","1.8.8",-16.44838422,-71.51649511,0,"2007-05-16",1,0.0675454938903077,0.130794186976123,19,0,58,11,"gray"
"653",653,"1.8.8.174","1.8.8",-16.4485581,-71.51642294,0,"2007-05-15",1,0.0670215591338519,0.128794580272036,18,0,58,12,"gray"
"278",278,"1.8.9.12","1.8.9",-16.44831809,-71.51688135,0,"2007-04-10",1,0.0664915488633623,0.128183858645159,3,0,58,13,"gray"
"256",256,"1.8.9.13","1.8.9",-16.44836056,-71.51686916,0,"2007-04-10",1,0.0650458718207396,0.12476389979092,3,0,58,14,"gray"
"635",635,"1.8.8.178","1.8.8",-16.44822453,-71.51657576,0,"2018-11-06",1,0.0646551319456588,0.125409007645282,60,0,58,15,"gray"
"657",657,"1.8.8.55","1.8.8",-16.44646611,-71.51809779,0,NA,0,0.122908630801309,0.188584457057697,16,1,59,1,"blue"
"656",656,"1.8.8.53","1.8.8",-16.44657357,-71.51793627,0,NA,0,0.115698424779832,0.178278085098546,23,1,59,2,"gray"
"512",512,"1.8.8.54","1.8.8",-16.44652072,-71.51801633,0,"2007-05-15",1,0.0745918780686074,0.143344789552581,18,0,59,3,"gray"
"527",527,"1.8.8.57","1.8.8",-16.44637477,-71.51824409,0,"2007-05-16",1,0.0715909415267616,0.133702114519118,19,0,59,4,"gray"
"525",525,"1.8.8.55A","1.8.8",-16.44642795,-71.51809917,0,"2007-05-10",1,0.0710693035559587,0.13529954314014,15,0,59,5,"gray"
"572",572,"1.8.8.89","1.8.8",-16.44662077,-71.51826652,0,"2007-05-14",1,0.0691970496032356,0.129703548907229,17,0,59,6,"gray"
"626",626,"1.8.8.89A","1.8.8",-16.44665223,-71.51826243,0,"2007-05-14",1,0.0691764467433244,0.129212098461458,17,0,59,7,"gray"
"627",627,"1.8.8.90","1.8.8",-16.44666585,-71.51819085,0,"2007-05-18",1,0.0691114680784345,0.129517624786739,21,0,59,8,"gray"
"526",526,"1.8.8.56","1.8.8",-16.44642573,-71.51816946,0,"2007-05-16",1,0.0689830646016555,0.130209412182241,19,0,59,9,"gray"
"1105",1105,"1.8.5.47","1.8.5",-16.45308114,-71.51332575,0,NA,0,0.12263972952185,0.182953701165884,37,1,60,1,"blue"
"833",833,"1.8.5.42","1.8.5",-16.45299471,-71.51374631,0,"2007-06-05",2,0.0905953279844713,0.160947509548708,26,0,60,2,"gray"
"834",834,"1.8.5.43","1.8.5",-16.45300534,-71.51364197,0,"2007-06-08",1,0.082242974319576,0.148548670625849,29,0,60,3,"gray"
"771",771,"1.8.5.64","1.8.5",-16.45293024,-71.51320447,0,"2007-06-07",1,0.0797902886227326,0.15227862615028,28,0,60,4,"gray"
"1065",1065,"1.8.5.57","1.8.5",-16.45282781,-71.51360144,0,"2007-01-05",1,0.0791647377893389,0.149605260588346,37,0,60,5,"gray"
"1106",1106,"1.8.5.49","1.8.5",-16.45323481,-71.51327776,0,"2007-06-06",1,0.0750255886006168,0.13889902576617,27,0,60,6,"gray"
"1006",1006,"1.8.5.44","1.8.5",-16.45301725,-71.51356511,0,"2007-06-05",1,0.0741701517890098,0.134890786483599,26,0,60,7,"gray"
"1104",1104,"1.8.5.45","1.8.5",-16.45304609,-71.51349397,0,"2007-06-11",1,0.0739661821424837,0.135956775842085,30,0,60,8,"gray"
"1036",1036,"1.8.5.46","1.8.5",-16.45307633,-71.51340894,0,"2007-01-04",1,0.0728700709625611,0.134749735798372,26,0,60,9,"gray"
"802",802,"1.8.5.48","1.8.5",-16.45310278,-71.51322791,0,"2007-06-06",1,0.0727825142516352,0.13599553565529,27,0,60,10,"gray"
"1110",1110,"1.8.5.67","1.8.5",-16.45286567,-71.51344936,0,"2007-01-08",1,0.0679107788272625,0.128386985224422,37,0,60,11,"gray"
"1039",1039,"1.8.5.68","1.8.5",-16.4528566,-71.51352094,0,"2007-01-04",1,0.0678775908001871,0.127857435450925,37,0,60,12,"gray"
"772",772,"1.8.5.66","1.8.5",-16.45289967,-71.51335628,0,"2007-06-05",1,0.0668407290875463,0.126506697457413,26,0,60,13,"gray"
"1007",1007,"1.8.5.65","1.8.5",-16.45291024,-71.51329261,0,"2007-06-11",1,0.0665708776104969,0.126150840661733,30,0,60,14,"gray"
"913",913,"1.8.7.33","1.8.7",-16.44614981,-71.5155452,0,NA,0,0.122601847233309,0.185454321431888,44,1,61,1,"blue"
"795",795,"1.8.7.96","1.8.7",-16.44636667,-71.51568944,0,"2007-07-16",2,0.0962156274542614,0.170417635433013,42,0,61,2,"gray"
"758",758,"1.8.7.97","1.8.7",-16.44644711,-71.51566583,0,"2007-07-16",2,0.0880846164099771,0.155991814039723,42,0,61,3,"gray"
"747",747,"1.8.7.32","1.8.7",-16.44617779,-71.51569701,0,"2007-07-13",1,0.0803447291513779,0.150074837434434,41,0,61,4,"gray"
"755",755,"1.8.7.76","1.8.7",-16.44631761,-71.51530493,0,"2018-11-19",2,0.0778621468091847,0.144159652206778,68,0,61,5,"gray"
"926",926,"1.8.7.78","1.8.7",-16.44639401,-71.51543847,0,"2006-12-18",1,0.075241199115795,0.140275972733478,41,0,61,6,"gray"
"715",715,"1.8.7.77","1.8.7",-16.44631745,-71.51546747,0,"2007-07-10",1,0.0739447268251991,0.137781451697162,40,0,61,7,"gray"
"688",688,"1.8.7.34","1.8.7",-16.44613237,-71.51545191,0,"2007-07-10",1,0.0701398753952997,0.132418640860629,40,0,61,8,"gray"
"689",689,"1.8.7.36","1.8.7",-16.44610486,-71.5152592,0,"2007-07-09",1,0.0681501639958222,0.129397576911187,39,0,61,9,"gray"
"915",915,"1.8.7.35A","1.8.7",-16.44611363,-71.5153276,0,"2007-07-09",1,0.0675903591291261,0.127893927875078,39,0,61,10,"gray"
"914",914,"1.8.7.35","1.8.7",-16.44612038,-71.51535215,0,"2007-07-09",1,0.0675839299189773,0.127733483692316,39,0,61,11,"gray"
"884",884,"1.8.5.394","1.8.5",-16.4494948,-71.5152241,0,NA,0,0.122561794210078,0.19126390258534,37,1,62,1,"blue"
"1358",1358,"1.8.6.7","1.8.6",-16.4492007,-71.51504861,0,"2007-07-16",1,0.0882557559803592,0.161459540203271,42,0,62,2,"gray"
"1357",1357,"1.8.6.6","1.8.6",-16.44925362,-71.51496506,0,"2007-07-16",2,0.0807645224434999,0.145881061063114,42,0,62,3,"gray"
"1030",1030,"1.8.5.367","1.8.5",-16.44947705,-71.51495176,0,"2018-11-16",1,0.0691574228331145,0.131998713732156,67,0,62,4,"gray"
"951",951,"1.8.5.368","1.8.5",-16.44951581,-71.51485369,0,"2018-11-16",1,0.0682053539042479,0.129671881649173,67,0,62,5,"gray"
"1029",1029,"1.8.5.366","1.8.5",-16.44947235,-71.51504255,0,"2007-06-14",1,0.0677723310399951,0.129692458631225,33,0,62,6,"gray"
"1028",1028,"1.8.5.365A","1.8.5",-16.44954899,-71.51503117,0,"2007-01-04",1,0.0669198622813753,0.128459583064777,37,0,62,7,"gray"
