"","X","UNICODE","codeLoc","LATITUDE","LONGITUDE","check","recent_insp","condition","probability","uncertainty","recentinsp","not_sprayed","group_num","order","color"
"121",121,"1.8.9.149","1.8.9",-16.44763535,-71.51948599,0,"2007-04-18",1,0.0654965751211552,0.126481047229982,9,0,81,9,"gray"
"437",437,"1.8.10.18","1.8.10",-16.44747375,-71.51969172,0,"2018-11-07",1,0.0648912204349055,0.125534938696842,61,0,81,10,"gray"
"142",142,"1.8.9.148","1.8.9",-16.44765285,-71.51951181,0,"2007-04-18",1,0.064771030560005,0.125053029076918,9,0,81,11,"gray"
"158",158,"1.8.9.143","1.8.9",-16.44776258,-71.51964498,0,"2007-04-18",1,0.0647003414138638,0.124799029985543,9,0,81,12,"gray"
"120",120,"1.8.9.147","1.8.9",-16.44767003,-71.51953433,0,"2007-04-19",1,0.0645089387802007,0.124536191695218,10,0,81,13,"gray"
"1230",1230,"1.8.5.220","1.8.5",-16.44977759,-71.51178102,0,NA,0,0.118414130423982,0.17967352935202,37,1,82,1,"blue"
"1273",1273,"1.8.5.216","1.8.5",-16.44965857,-71.51209107,0,"2007-01-20",1,0.0803828865487604,0.151791471727343,37,0,82,2,"gray"
"1231",1231,"1.8.5.221","1.8.5",-16.4497878,-71.51169819,0,"2007-06-15",1,0.0772318755792314,0.146586863335567,34,0,82,3,"gray"
"1252",1252,"1.8.5.215","1.8.5",-16.44989921,-71.51215837,0,"2007-06-14",1,0.0711941300912109,0.134905888256181,33,0,82,4,"gray"
"1232",1232,"1.8.5.222","1.8.5",-16.44987333,-71.51160627,0,"2007-06-08",1,0.0696170214306319,0.131345621268642,29,0,82,5,"gray"
"1251",1251,"1.8.5.214","1.8.5",-16.44992834,-71.5120852,0,"2007-06-24",1,0.0692112024358668,0.131101680052689,37,0,82,6,"gray"
"1249",1249,"1.8.5.212","1.8.5",-16.44996674,-71.51193034,0,"2007-06-24",1,0.0683655502805985,0.129470813558255,37,0,82,7,"gray"
"1228",1228,"1.8.5.218","1.8.5",-16.44972683,-71.51194275,0,"2007-06-14",1,0.0683184026376592,0.128823318390114,33,0,82,8,"gray"
"1229",1229,"1.8.5.219","1.8.5",-16.44975938,-71.51185303,0,"2007-06-15",1,0.0682881273494876,0.128931500674132,34,0,82,9,"gray"
"1227",1227,"1.8.5.217","1.8.5",-16.4497052,-71.51200846,0,"2007-06-13",1,0.0682198479968437,0.128428295472176,32,0,82,10,"gray"
"1250",1250,"1.8.5.213","1.8.5",-16.44995177,-71.51201156,0,"2007-06-14",1,0.0661181740798529,0.124821274675464,33,0,82,11,"gray"
"655",655,"1.8.8.51","1.8.8",-16.4466463,-71.5177774,0,NA,0,0.118313149896728,0.182751820721119,23,1,83,1,"blue"
"547",547,"1.8.8.76","1.8.8",-16.44685266,-71.51786575,0,"2007-05-10",1,0.0763129448438514,0.146081599993867,15,0,83,2,"gray"
"548",548,"1.8.8.77","1.8.8",-16.44697716,-71.51793318,0,"2007-05-10",1,0.0741368900198282,0.141539699655507,15,0,83,3,"gray"
"573",573,"1.8.8.94","1.8.8",-16.44673313,-71.51758654,0,"2006-11-02",1,0.0735228756266805,0.137342342462673,23,0,83,4,"gray"
"564",564,"1.8.8.117","1.8.8",-16.44680546,-71.51749591,0,"2007-05-11",1,0.073019452168816,0.137015077129704,16,0,83,5,"gray"
"661",661,"1.8.8.94A","1.8.8",-16.44670928,-71.51754151,0,"2006-11-13",1,0.0719663010097353,0.13334196977718,23,0,83,6,"gray"
"664",664,"1.8.8.116","1.8.8",-16.44684565,-71.51741423,0,"2018-11-08",1,0.0699553545966365,0.131415024704044,62,0,83,7,"gray"
"510",510,"1.8.8.51A","1.8.8",-16.44661623,-71.51779817,0,"2018-11-09",1,0.0672838343298359,0.129217140456635,63,0,83,8,"gray"
"544",544,"1.8.8.52A","1.8.8",-16.44658026,-71.51786231,0,"2007-05-10",1,0.0664253898986705,0.127507034495739,15,0,83,9,"gray"
"511",511,"1.8.8.52","1.8.8",-16.44661645,-71.51785683,0,"2006-10-27",1,0.0652305261088599,0.124958926842384,23,0,83,10,"gray"
"1435",1435,"1.8.6.155","1.8.6",-16.44802458,-71.51506422,0,"2018-02-07",3,0.118234711130774,0.190152873969264,58,0,84,1,"blue"
"1399",1399,"1.8.6.154","1.8.6",-16.44817934,-71.51510048,0,"2018-02-07",1,0.0976015996356884,0.165120198256244,58,0,84,2,"gray"
"1380",1380,"1.8.6.162","1.8.6",-16.44799368,-71.51523062,0,"2007-07-19",2,0.094987648737206,0.1635774874529,43,0,84,3,"gray"
"1402",1402,"1.8.6.163","1.8.6",-16.44809315,-71.51526172,0,"2007-12-10",1,0.092814248015895,0.161750981556266,51,0,84,4,"gray"
"1378",1378,"1.8.6.160","1.8.6",-16.44795464,-71.51535828,0,"2007-07-20",2,0.0920654651216966,0.159646989157117,44,0,84,5,"gray"
"1379",1379,"1.8.6.161","1.8.6",-16.44799519,-71.51531418,0,"2007-07-19",1,0.0901864373548848,0.15638091568581,43,0,84,6,"gray"
"1398",1398,"1.8.6.153","1.8.6",-16.44826508,-71.51514106,0,"2007-12-07",2,0.088025002815943,0.152478328670242,58,0,84,7,"gray"
"1403",1403,"1.8.6.164","1.8.6",-16.44829887,-71.5154056,0,"2007-12-07",1,0.0818691741517958,0.14905696615051,50,0,84,8,"gray"
"1507",1507,"1.8.6.152","1.8.6",-16.44834282,-71.5151895,0,"2007-12-10",1,0.0799290202716846,0.142321666006062,51,0,84,9,"gray"
"1506",1506,"1.8.6.151","1.8.6",-16.44842183,-71.51520824,0,"2007-12-07",1,0.0747640668107755,0.135945295199376,50,0,84,10,"gray"
"1505",1505,"1.8.6.150","1.8.6",-16.44846897,-71.51527722,0,"2007-12-07",1,0.0737879038803407,0.136389154096403,50,0,84,11,"gray"
"1367",1367,"1.8.5.141","1.8.5",-16.4524252,-71.5122198,0,"2018-11-08",0,0.118056817763522,0.178320646117553,62,1,85,1,"blue"
"860",860,"1.8.5.125","1.8.5",-16.45245178,-71.51209568,0,"2018-11-08",1,0.0753828413085606,0.145404330885539,62,0,85,2,"gray"
"867",867,"1.8.5.140","1.8.5",-16.45239093,-71.51231466,0,"2007-06-24",2,0.0736856720268739,0.136215267207429,37,0,85,3,"gray"
"827",827,"1.8.5.142","1.8.5",-16.45222139,-71.51231444,0,"2007-06-24",1,0.0725050604244544,0.141246197803285,37,0,85,4,"gray"
"866",866,"1.8.5.139","1.8.5",-16.4523776,-71.51240346,0,"2007-06-08",2,0.0722070581233442,0.131688691058774,29,0,85,5,"gray"
"933",933,"1.8.5.129","1.8.5",-16.4526178,-71.5125264,0,"2007-06-08",1,0.0700518648538246,0.131683039386353,29,0,85,6,"gray"
"862",862,"1.8.5.127","1.8.5",-16.45268011,-71.51232351,0,"2018-11-08",1,0.0670740208485556,0.1285200228466,62,0,85,7,"gray"
"861",861,"1.8.5.126","1.8.5",-16.45259246,-71.51224182,0,"2007-06-08",1,0.065106151607338,0.124376552849901,29,0,85,8,"gray"
"863",863,"1.8.5.128","1.8.5",-16.45264963,-71.51241131,0,"2018-11-08",1,0.0634300559630102,0.119537640170728,62,0,85,9,"gray"
"1208",1208,"1.8.5.329","1.8.5",-16.44990645,-71.51373086,0,NA,0,0.117560711848338,0.181709142007172,28,1,86,1,"blue"
"1286",1286,"1.8.5.323","1.8.5",-16.44978678,-71.51340456,0,"2018-11-16",1,0.0727474523401543,0.139619890190623,67,0,86,2,"gray"
"1024",1024,"1.8.5.331","1.8.5",-16.44974702,-71.51360809,0,"2007-06-07",1,0.0718261595591097,0.138071156314729,28,0,86,3,"gray"
"983",983,"1.8.5.330","1.8.5",-16.44974534,-71.51371514,0,"2007-06-07",1,0.0694205605206418,0.133059757491521,28,0,86,4,"gray"
"1064",1064,"1.8.5.332","1.8.5",-16.44978101,-71.51350835,0,"2007-06-13",1,0.0686768670460872,0.131788372794345,32,0,86,5,"gray"
"1107",1107,"1.8.5.5","1.8.5",-16.45384997,-71.51394722,0,NA,0,0.116804300916665,0.179479622013367,37,1,87,1,"blue"
"741",741,"1.8.5.6","1.8.5",-16.45387028,-71.51388904,0,"2007-06-04",1,0.070868287212361,0.13585363085582,25,0,87,2,"gray"
"824",824,"1.8.5.11","1.8.5",-16.45411074,-71.51378019,0,"2007-06-05",1,0.0703856146750093,0.134400935749157,26,0,87,3,"gray"
"798",798,"1.8.5.2","1.8.5",-16.45407223,-71.51393792,0,"2007-06-04",1,0.0694955753921763,0.132942866975819,25,0,87,4,"gray"
"766",766,"1.8.5.3","1.8.5",-16.45399662,-71.51396416,0,"2007-06-08",1,0.0678034737842253,0.129652544998926,29,0,87,5,"gray"
"732",732,"1.8.5.10","1.8.5",-16.45404407,-71.5137206,0,"2007-06-04",1,0.0675903320755641,0.128758830856697,25,0,87,6,"gray"
"731",731,"1.8.5.1","1.8.5",-16.45415545,-71.51389328,0,"2007-06-05",1,0.0658008469004046,0.125061370653382,26,0,87,7,"gray"
"901",901,"1.8.5.7","1.8.5",-16.45388762,-71.51379,0,"2007-06-05",1,0.0657549095125688,0.125303277492364,26,0,87,8,"gray"
"1197",1197,"1.8.5.254","1.8.5",-16.44828482,-71.5128742,0,NA,0,0.116594296266906,0.179685976499443,37,1,88,1,"blue"
"1280",1280,"1.8.5.270","1.8.5",-16.44855559,-71.51294385,0,"2007-06-06",1,0.0741386130124717,0.142628402030564,27,0,88,2,"gray"
"1151",1151,"1.8.5.266","1.8.5",-16.44829786,-71.51253638,0,"2007-06-08",1,0.0729626812998133,0.140059317745501,29,0,88,3,"gray"
"1053",1053,"1.8.5.295","1.8.5",-16.44864081,-71.51302104,0,"2007-06-07",1,0.0712537012499464,0.137054137173316,28,0,88,4,"gray"
"1279",1279,"1.8.5.265","1.8.5",-16.44824517,-71.51261296,0,"2007-06-12",1,0.0698217493694602,0.133943010393519,31,0,88,5,"gray"
"1153",1153,"1.8.5.269","1.8.5",-16.44851752,-71.51242907,0,"2007-06-12",1,0.0688620933107818,0.131556074949395,31,0,88,6,"gray"
"1276",1276,"1.8.5.250","1.8.5",-16.44857312,-71.51269585,0,"2007-06-08",1,0.0686224878991851,0.131619188103224,29,0,88,7,"gray"
"1146",1146,"1.8.5.253","1.8.5",-16.44836245,-71.51283896,0,"2007-06-07",1,0.0685712579946123,0.131651046711903,28,0,88,8,"gray"
"1277",1277,"1.8.5.252","1.8.5",-16.44844147,-71.51279068,0,"2007-01-20",1,0.0684714749533822,0.131442156304939,31,0,88,9,"gray"
"1145",1145,"1.8.5.251","1.8.5",-16.4485097,-71.51274879,0,"2007-06-11",1,0.0683323063291174,0.131114465142502,30,0,88,10,"gray"
"1152",1152,"1.8.5.268","1.8.5",-16.44845166,-71.51249917,0,"2007-06-12",1,0.0682612670089158,0.13059282101181,31,0,88,11,"gray"
"1235",1235,"1.8.5.267","1.8.5",-16.44838506,-71.51251461,0,"2007-06-24",1,0.066697035294341,0.127422183612611,37,0,88,12,"gray"
"762",762,"1.8.5.13","1.8.5",-16.4541594,-71.514066,0,NA,0,0.116382125829534,0.177809573728478,37,1,89,1,"blue"
"763",763,"1.8.5.24","1.8.5",-16.45366478,-71.51406173,0,"2007-06-04",1,0.0753879679555789,0.143269230989919,25,0,89,2,"gray"
"1079",1079,"1.8.5.23","1.8.5",-16.45361832,-71.51421217,0,"2007-06-11",1,0.0752458091881928,0.143372999342034,30,0,89,3,"gray"
"737",737,"1.8.5.20","1.8.5",-16.45376106,-71.51441132,0,"2007-06-04",1,0.0741931381457023,0.141369789938336,25,0,89,4,"gray"
"800",800,"1.8.5.25","1.8.5",-16.45357238,-71.51403109,0,"2011-05-17",1,0.0734353885454,0.138198790513959,55,0,89,5,"gray"
"797",797,"1.8.5.17","1.8.5",-16.45383755,-71.51418452,0,"2007-06-24",1,0.0696270505377416,0.133225033790923,37,0,89,6,"gray"
"733",733,"1.8.5.14","1.8.5",-16.45408457,-71.51410498,0,"2007-06-04",1,0.0691799852181316,0.132034167180277,25,0,89,7,"gray"
"738",738,"1.8.5.21","1.8.5",-16.45372921,-71.51430773,0,"2007-06-04",1,0.0688022269045195,0.130858234065003,25,0,89,8,"gray"
"801",801,"1.8.5.4","1.8.5",-16.45383706,-71.51401828,0,"2007-06-04",1,0.0687355364056971,0.131580700897186,25,0,89,9,"gray"
"734",734,"1.8.5.15","1.8.5",-16.45399268,-71.51412728,0,"2007-06-04",1,0.0684601124312035,0.130782705302081,25,0,89,10,"gray"
"830",830,"1.8.5.16","1.8.5",-16.45390324,-71.51415901,0,"2007-06-24",1,0.068004854742372,0.129937540163573,37,0,89,11,"gray"
"799",799,"1.8.5.22","1.8.5",-16.45372003,-71.51423783,0,"2007-06-05",1,0.0671723525973155,0.127626714445742,26,0,89,12,"gray"
"735",735,"1.8.5.18","1.8.5",-16.45383729,-71.51429273,0,"2007-06-04",1,0.0669044575488622,0.127414343135078,25,0,89,13,"gray"
"736",736,"1.8.5.19","1.8.5",-16.45385711,-71.51438359,0,"2007-06-04",1,0.0666988275893573,0.126654584404557,25,0,89,14,"gray"
"761",761,"1.8.5.12","1.8.5",-16.45423555,-71.51405911,0,"2007-06-04",1,0.0630201625847888,0.118754090746376,25,0,89,15,"gray"
"1486",1486,"1.8.6.122","1.8.6",-16.44649606,-71.51448057,0,NA,0,0.115890621761309,0.179981777684327,51,1,90,1,"blue"
"711",711,"1.8.7.44","1.8.7",-16.4459719,-71.51451376,0,"2007-07-10",1,0.0749166102861394,0.144344482701583,40,0,90,2,"gray"
"720",720,"1.8.7.46","1.8.7",-16.4461269,-71.5144679,0,"2007-07-13",1,0.0688476523179547,0.132751307219286,41,0,90,3,"gray"
"1487",1487,"1.8.6.124","1.8.6",-16.44652093,-71.51464644,0,"2018-11-15",1,0.0683444425444415,0.132306626824012,66,0,90,4,"gray"
"917",917,"1.8.7.45","1.8.7",-16.44604094,-71.51448578,0,"2018-11-15",1,0.0676951466688345,0.130198306426332,66,0,90,5,"gray"
"1480",1480,"1.8.6.113","1.8.6",-16.44669439,-71.51462539,0,"2007-12-11",1,0.0676826156664657,0.131481060929389,52,0,90,6,"gray"
"1489",1489,"1.8.6.126","1.8.6",-16.44645943,-71.51485067,0,"2008-04-11",1,0.0675976603913531,0.130446116254681,53,0,90,7,"gray"
"1434",1434,"1.8.6.114","1.8.6",-16.44667302,-71.5144598,0,"2007-12-06",1,0.0667766822044719,0.129791857872781,49,0,90,8,"gray"
"1451",1451,"1.8.6.115","1.8.6",-16.44675117,-71.51442066,0,"2018-11-15",1,0.0661871707618113,0.128799500875219,66,0,90,9,"gray"
"1453",1453,"1.8.6.123","1.8.6",-16.44645871,-71.5145748,0,"2008-04-11",1,0.0661844456785554,0.127791428875214,53,0,90,10,"gray"
"925",925,"1.8.7.70","1.8.7",-16.44628613,-71.51471929,0,"2007-07-16",1,0.0658701743921339,0.126506158013289,42,0,90,11,"gray"
"1488",1488,"1.8.6.125","1.8.6",-16.44646535,-71.51475776,0,"2007-12-06",1,0.0654368185134294,0.126188118694959,49,0,90,12,"gray"
"1134",1134,"1.8.2.6","1.8.2",-16.45539713,-71.5140658,0,NA,0,0.115823757046644,0.175767876764877,42,1,91,1,"blue"
"1394",1394,"1.8.2.8A","1.8.2",-16.45518899,-71.51384602,0,NA,0,0.115563038834627,0.17545226663682,42,1,91,2,"gray"
"1116",1116,"1.8.2.1","1.8.2",-16.45588362,-71.51415318,0,"2007-07-10",1,0.0801661621170211,0.152250478101802,40,0,91,3,"gray"
"1263",1263,"1.8.2.3","1.8.2",-16.45573195,-71.51442469,0,"2007-01-20",1,0.0767213972236126,0.145773916912911,42,0,91,4,"gray"
"1133",1133,"1.8.2.5","1.8.2",-16.45553881,-71.51419224,0,"2007-07-13",1,0.0753423772728787,0.143382935232914,41,0,91,5,"gray"
"1178",1178,"1.8.2.9","1.8.2",-16.45508012,-71.51375625,0,"2007-07-13",1,0.0746425570930444,0.142151807252655,41,0,91,6,"gray"
"1157",1157,"1.8.2.12","1.8.2",-16.45477881,-71.51351214,0,"2007-07-10",1,0.0737493535294998,0.140417376262474,40,0,91,7,"gray"
"1364",1364,"1.8.2.10","1.8.2",-16.4549888,-71.51365234,0,"2007-07-13",1,0.072022727473698,0.137035412367964,41,0,91,8,"gray"
"1210",1210,"1.8.2.11","1.8.2",-16.45487113,-71.51359643,0,"2007-07-10",1,0.0719007867917868,0.136805756149841,40,0,91,9,"gray"
"1132",1132,"1.8.2.4","1.8.2",-16.45561238,-71.51433556,0,"2007-07-10",1,0.0714079399180122,0.135536763699466,40,0,91,10,"gray"
"1136",1136,"1.8.2.8","1.8.2",-16.45522039,-71.51389592,0,"2007-07-10",1,0.070181781771571,0.133164057065998,40,0,91,11,"gray"
"1135",1135,"1.8.2.7","1.8.2",-16.4553049,-71.51400615,0,"2007-07-10",1,0.0689254679917388,0.130565570539744,40,0,91,12,"gray"
"1121",1121,"1.8.2.2","1.8.2",-16.4557934,-71.51428421,0,"2007-07-10",1,0.0685458616984896,0.12967974748835,40,0,91,13,"gray"
"1158",1158,"1.8.2.13","1.8.2",-16.45468791,-71.51340534,0,"2007-07-10",1,0.0666130722749338,0.125837074338288,40,0,91,14,"gray"
"648",648,"1.8.8.148","1.8.8",-16.45045543,-71.51472671,0,NA,0,0.115461904820994,0.175371270290875,23,1,92,1,"blue"
"590",590,"1.8.8.140","1.8.8",-16.45040207,-71.51522325,0,"2007-05-17",1,0.0781627373552729,0.150018376827283,20,0,92,2,"gray"
"629",629,"1.8.8.150","1.8.8",-16.45036043,-71.51491049,0,"2007-05-22",1,0.0777503502759207,0.148856318694173,23,0,92,3,"gray"
"596",596,"1.8.8.141","1.8.8",-16.4504459,-71.51513402,0,"2007-05-21",1,0.0727971579810009,0.139575367723136,22,0,92,4,"gray"
"647",647,"1.8.8.144","1.8.8",-16.45060817,-71.51489373,0,"2007-05-21",1,0.0721585278526558,0.137801604995074,22,0,92,5,"gray"
"954",954,"1.8.5.373","1.8.5",-16.45015973,-71.51499509,0,"2007-06-11",1,0.070114413966493,0.134411084293014,30,0,92,6,"gray"
"619",619,"1.8.8.149","1.8.8",-16.45035429,-71.51476165,0,"2007-06-14",1,0.0697123664549906,0.132387745124481,33,0,92,7,"gray"
"669",669,"1.8.8.147","1.8.8",-16.45054674,-71.51471026,0,"2006-11-21",1,0.0692846649555087,0.131408321625514,23,0,92,8,"gray"
"998",998,"1.8.5.371","1.8.5",-16.45008148,-71.51483571,0,"2006-12-20",1,0.0680567692315033,0.129222416210567,37,0,92,9,"gray"
"646",646,"1.8.8.143","1.8.8",-16.45055363,-71.51496694,0,"2007-05-21",1,0.0678971482309106,0.129425536516917,22,0,92,10,"gray"
"953",953,"1.8.5.372","1.8.5",-16.45017297,-71.51485901,0,"2007-06-06",1,0.0678440074045776,0.129062150736534,27,0,92,11,"gray"
"668",668,"1.8.8.146","1.8.8",-16.45071695,-71.51469847,0,"2007-05-18",1,0.0678266159410669,0.128191586073367,21,0,92,12,"gray"
"618",618,"1.8.8.145","1.8.8",-16.45065892,-71.51480272,0,"2007-05-17",1,0.0677746189243105,0.128597096148121,20,0,92,13,"gray"
"952",952,"1.8.5.371A","1.8.5",-16.45011066,-71.51484141,0,"2007-06-24",1,0.0676786256623554,0.128534063448565,37,0,92,14,"gray"
"597",597,"1.8.8.142","1.8.8",-16.45050335,-71.51504939,0,"2007-05-17",1,0.066180082295123,0.126068747628724,20,0,92,15,"gray"
"325",325,"1.8.9.96","1.8.9",-16.44752119,-71.51825999,0,NA,0,0.114338908434991,0.176613305095986,10,1,93,1,"blue"
"161",161,"1.8.9.174","1.8.9",-16.44736524,-71.51817651,0,"2007-04-16",1,0.0720307473940177,0.138663168784686,7,0,93,2,"gray"
"288",288,"1.8.9.176","1.8.9",-16.44731429,-71.5184323,0,"2007-04-19",1,0.0705625487409223,0.133645793568829,10,0,93,3,"gray"
"175",175,"1.8.9.97","1.8.9",-16.44750607,-71.51830684,0,"2007-04-13",1,0.0702289303422643,0.134749118190564,6,0,93,4,"gray"
"182",182,"1.8.9.175","1.8.9",-16.44733659,-71.51835609,0,"2007-04-13",1,0.0688915236828032,0.131180870883973,6,0,93,5,"gray"
"176",176,"1.8.9.98","1.8.9",-16.44749472,-71.51835145,0,"2007-04-16",1,0.0678099215665869,0.130041006244594,7,0,93,6,"gray"
"203",203,"1.8.9.100","1.8.9",-16.44747919,-71.51842166,0,"2007-04-23",1,0.0655196588416467,0.125631439829506,11,0,93,7,"gray"
"177",177,"1.8.9.101","1.8.9",-16.44747194,-71.51845542,0,"2007-04-16",1,0.0651579744715526,0.125040844553292,7,0,93,8,"gray"
"151",151,"1.8.9.99","1.8.9",-16.44747779,-71.51840032,0,"2007-04-16",1,0.0651365137773323,0.12471783735704,7,0,93,9,"gray"
"241",241,"1.8.9.95","1.8.9",-16.44752043,-71.51824013,0,"2007-04-16",1,0.0648994550224181,0.124660826070143,7,0,93,10,"gray"
"129",129,"1.8.9.103","1.8.9",-16.44746724,-71.51852011,0,"2007-04-17",1,0.0644548494203952,0.123905077185714,8,0,93,11,"gray"
"128",128,"1.8.9.102","1.8.9",-16.44746758,-71.51848331,0,"2007-04-13",1,0.0644367419299424,0.123674500877615,6,0,93,12,"gray"
"173",173,"1.8.9.93","1.8.9",-16.44751913,-71.51816808,0,"2007-04-13",1,0.0639381978419589,0.122847552391754,6,0,93,13,"gray"
"174",174,"1.8.9.94","1.8.9",-16.44753575,-71.51819305,0,"2018-11-08",1,0.0639307663866114,0.122726457061442,62,0,93,14,"gray"
"172",172,"1.8.9.92","1.8.9",-16.44752309,-71.5181333,0,"2007-04-13",1,0.063795825908007,0.122605220470786,6,0,93,15,"gray"
"642",642,"1.8.8.112","1.8.8",-16.44699388,-71.51706059,0,NA,0,0.114152345552714,0.175844027444197,23,1,94,1,"blue"
"556",556,"1.8.8.99","1.8.8",-16.44672197,-71.51715943,0,"2007-06-12",1,0.0766650033459575,0.143941075943157,31,0,94,2,"gray"
"555",555,"1.8.8.98","1.8.8",-16.44668778,-71.51725307,0,"2007-05-16",1,0.0749861064504872,0.138391084962128,19,0,94,3,"gray"
"612",612,"1.8.8.115","1.8.8",-16.44688323,-71.51732028,0,"2007-05-23",1,0.0715366773675652,0.135604846617715,24,0,94,4,"gray"
"663",663,"1.8.8.113","1.8.8",-16.44696401,-71.51714142,0,"2006-11-20",1,0.071082969136467,0.136495702434503,23,0,94,5,"gray"
"539",539,"1.8.8.100","1.8.8",-16.44674526,-71.51707468,0,"2007-05-10",1,0.0707231239938791,0.133702186739076,15,0,94,6,"gray"
"563",563,"1.8.8.114","1.8.8",-16.44692143,-71.51723189,0,"2007-05-11",1,0.069487232489761,0.132483398544032,16,0,94,7,"gray"
"562",562,"1.8.8.111","1.8.8",-16.44702805,-71.51697917,0,"2007-05-11",1,0.0687418398114548,0.132648884691279,16,0,94,8,"gray"
"662",662,"1.8.8.102","1.8.8",-16.44682458,-71.5169026,0,"2006-11-20",1,0.0675462682267238,0.129685273539022,17,0,94,9,"gray"
"540",540,"1.8.8.101","1.8.8",-16.44678621,-71.51697776,0,"2007-05-09",1,0.0656352066085508,0.124796614539876,14,0,94,10,"gray"
"324",324,"1.8.9.89","1.8.9",-16.44753596,-71.51802151,0,NA,0,0.113916200237114,0.176422477016035,6,1,95,1,"blue"
"181",181,"1.8.9.172","1.8.9",-16.44738968,-71.51795627,0,"2007-04-16",1,0.0713310090956532,0.137837499112248,7,0,95,2,"gray"
"197",197,"1.8.9.83","1.8.9",-16.44757917,-71.51777172,0,"2007-04-18",1,0.0695180031477562,0.133943490311545,9,0,95,3,"gray"
"160",160,"1.8.9.173","1.8.9",-16.44737819,-71.5180528,0,"2007-04-13",1,0.0678052141329259,0.130557224647638,6,0,95,4,"gray"
"199",199,"1.8.9.86","1.8.9",-16.44755668,-71.5179104,0,"2007-04-16",1,0.0674926174190255,0.130182384349094,7,0,95,5,"gray"
"198",198,"1.8.9.84","1.8.9",-16.44757975,-71.51782898,0,"2007-04-12",1,0.0661118810041346,0.127108821701863,5,0,95,6,"gray"
"323",323,"1.8.9.88","1.8.9",-16.44755438,-71.5179839,0,"2007-04-16",1,0.0654861224513705,0.126117711564893,7,0,95,7,"gray"
"201",201,"1.8.9.90","1.8.9",-16.4475332,-71.51805214,0,"2007-04-18",1,0.0653474042986373,0.125897621937778,9,0,95,8,"gray"
"171",171,"1.8.9.87","1.8.9",-16.44755589,-71.5179502,0,"2007-04-19",1,0.0652917082049421,0.125686194412822,10,0,95,9,"gray"
"170",170,"1.8.9.85","1.8.9",-16.4475645,-71.51786819,0,"2007-04-16",1,0.065127985329663,0.125202780373915,7,0,95,10,"gray"
"224",224,"1.8.9.91","1.8.9",-16.44752447,-71.51810056,0,"2006-08-31",1,0.0651111579057905,0.125398806187603,8,0,95,11,"gray"
"1295",1295,"1.8.5.71","1.8.5",-16.45218619,-71.51326458,0,NA,0,0.11210607221249,0.17371352009469,37,1,96,1,"blue"
"889",889,"1.8.5.74","1.8.5",-16.45222857,-71.51302052,0,"2007-06-06",1,0.0701757228910553,0.135390311591775,27,0,96,2,"gray"
"1375",1375,"1.8.5.72","1.8.5",-16.45219495,-71.51317915,0,"2007-06-19",1,0.0681654812798516,0.131946790366062,36,0,96,3,"gray"
"1114",1114,"1.8.5.92","1.8.5",-16.45201116,-71.51322482,0,"2011-05-17",1,0.0678869270803484,0.132003744145829,55,0,96,4,"gray"
"1297",1297,"1.8.5.81","1.8.5",-16.45180243,-71.51333667,0,"2007-06-08",1,0.0670517644240117,0.130040211560586,29,0,96,5,"gray"
"1294",1294,"1.8.5.70","1.8.5",-16.45217073,-71.5133359,0,"2018-11-09",1,0.0665120404129946,0.128449112047528,63,0,96,6,"gray"
"962",962,"1.8.5.79","1.8.5",-16.45197586,-71.51331264,0,"2006-12-19",1,0.0664522378889329,0.128988985480959,26,0,96,7,"gray"
"963",963,"1.8.5.80","1.8.5",-16.45187282,-71.51332711,0,"2007-06-24",1,0.0657583354007743,0.127468798757034,37,0,96,8,"gray"
"1363",1363,"1.8.5.73","1.8.5",-16.45220458,-71.51308806,0,"2007-06-18",1,0.0650027699825734,0.125170312555811,35,0,96,9,"gray"
"1040",1040,"1.8.5.91","1.8.5",-16.45202925,-71.51313503,0,"2007-06-05",1,0.0633199393100892,0.122202325056118,26,0,96,10,"gray"
"704",704,"1.8.7.25","1.8.7",-16.4465806,-71.51606479,0,"2007-07-09",2,0.0941916211724987,0.164206955368839,39,0,97,1,"blue"
"681",681,"1.8.7.24","1.8.7",-16.44667089,-71.51605168,0,"2007-07-09",2,0.093858751764367,0.164399361352895,39,0,97,2,"gray"
"703",703,"1.8.7.23","1.8.7",-16.44675232,-71.51605063,0,"2007-07-06",2,0.0842395769762833,0.149031047960153,38,0,97,3,"gray"
"778",778,"1.8.7.22","1.8.7",-16.44684614,-71.51604628,0,"2007-07-16",1,0.083934695816494,0.151948673623384,42,0,97,4,"gray"
"794",794,"1.8.7.93","1.8.7",-16.44658237,-71.5158273,0,"2018-11-19",2,0.0818089706976884,0.145209424247836,68,0,97,5,"gray"
"793",793,"1.8.7.92","1.8.7",-16.44666716,-71.51580627,0,"2007-07-19",1,0.0771038061705196,0.139399448634793,43,0,97,6,"gray"
"791",791,"1.8.7.89","1.8.7",-16.44691454,-71.51570509,0,"2007-07-16",1,0.0763749147343492,0.14206500629465,42,0,97,7,"gray"
"792",792,"1.8.7.91","1.8.7",-16.44674539,-71.51577837,0,"2007-07-16",1,0.0743217623497579,0.136294710898837,42,0,97,8,"gray"
"822",822,"1.8.7.90","1.8.7",-16.4468243,-71.51574434,0,"2007-07-20",1,0.0736151195921739,0.136185651396832,44,0,97,9,"gray"
